有價證券代號,有價證券名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
 上櫃認購(售)權證  ,,,,,,,
734391,中光電麥證22購01,TW22Z7343918,2022/08/03,上櫃,,RWSCCE,
734392,家登麥證23購01,TW22Z7343926,2022/08/03,上櫃,,RWSCCE,
734393,艾訊元大24購01,TW22Z7343934,2022/08/03,上櫃,,RWSCCA,
734394,宏捷科元大25購01,TW22Z7343942,2022/08/03,上櫃,,RWSCCA,
734395,博智元大26購01,TW22Z7343959,2022/08/03,上櫃,,RWSCCA,
734396,晶宏元大27購01,TW22Z7343967,2022/08/03,上櫃,,RWSCCA,
734397,鈊象元大25購01,TW22Z7343975,2022/08/03,上櫃,,RWSCCA,
734398,鈊象元大28購01,TW22Z7343983,2022/08/03,上櫃,,RWSCCA,
734399,鈺太元大24購01,TW22Z7343991,2022/08/03,上櫃,,RWSCCA,
734400,廣運元大24購01,TW22Z7344007,2022/08/03,上櫃,,RWSCCA,
734401,聯亞元大24購02,TW22Z7344015,2022/08/03,上櫃,,RWSCCA,
734402,雙鴻群益22購01,TW22Z7344023,2022/08/03,上櫃,,RWSCCA,
734403,中美晶國票23購01,TW22Z7344031,2022/08/04,上櫃,,RWSCCA,
734404,昇達科國票23購01,TW22Z7344049,2022/08/04,上櫃,,RWSCCA,
734405,美而快國票22購01,TW22Z7344056,2022/08/04,上櫃,,RWSCCA,
734406,胡連國票23購03,TW22Z7344064,2022/08/04,上櫃,,RWSCCA,
734407,群聯國票23購04,TW22Z7344072,2022/08/04,上櫃,,RWSCCA,
734408,聯亞國票23購04,TW22Z7344080,2022/08/04,上櫃,,RWSCCA,
734409,高端元富24購04,TW22Z7344098,2022/08/04,上櫃,,RWSCCA,
734410,台半凱基22購05,TW22Z7344106,2022/08/04,上櫃,,RWSCCA,
734411,長聖凱基23購01,TW22Z7344114,2022/08/04,上櫃,,RWSCCA,
734412,信驊凱基22購04,TW22Z7344122,2022/08/04,上櫃,,RWSCCA,
734413,茂達凱基23購01,TW22Z7344130,2022/08/04,上櫃,,RWSCCA,
734414,普誠凱基22購01,TW22Z7344148,2022/08/04,上櫃,,RWSCCA,
734415,鈊象凱基22購03,TW22Z7344155,2022/08/04,上櫃,,RWSCCA,
734416,鈺太凱基22購03,TW22Z7344163,2022/08/04,上櫃,,RWSCCA,
734417,網家凱基23購01,TW22Z7344171,2022/08/04,上櫃,,RWSCCA,
734418,元太兆豐23購02,TW22Z7344189,2022/08/04,上櫃,,RWSCCA,
734419,同致兆豐24購01,TW22Z7344197,2022/08/04,上櫃,,RWSCCA,
734420,光頡群益23購01,TW22Z7344205,2022/08/04,上櫃,,RWSCCA,
734421,家登群益22購03,TW22Z7344213,2022/08/04,上櫃,,RWSCCA,
734422,中美晶中信22購01,TW22Z7344221,2022/08/04,上櫃,,RWSCCE,
734423,旺矽中信22購01,TW22Z7344239,2022/08/04,上櫃,,RWSCCE,
734424,環球晶中信22購01,TW22Z7344247,2022/08/04,上櫃,,RWSCCE,
734425,神準國泰24購01,TW22Z7344254,2022/08/04,上櫃,,RWSCCA,
734426,頎邦永豐22購01,TW22Z7344262,2022/08/04,上櫃,,RWSCCA,
734427,台半元大23購04,TW22Z7344270,2022/08/04,上櫃,,RWSCCA,
734428,金居元大23購01,TW22Z7344288,2022/08/04,上櫃,,RWSCCA,
734429,信驊元大23購02,TW22Z7344296,2022/08/04,上櫃,,RWSCCA,
734430,廣積國泰24購01,TW22Z7344304,2022/08/05,上櫃,,RWSCCA,
734431,良維永豐22購01,TW22Z7344312,2022/08/05,上櫃,,RWSCCA,
734432,元太國票23購06,TW22Z7344320,2022/08/05,上櫃,,RWSCCA,
734433,廣明國票23購01,TW22Z7344338,2022/08/05,上櫃,,RWSCCA,
734434,穩懋國票23購04,TW22Z7344346,2022/08/05,上櫃,,RWSCCA,
734435,聯亞康和24購01,TW22Z7344353,2022/08/05,上櫃,,RWSCCA,
734436,元太凱基22購07,TW22Z7344361,2022/08/05,上櫃,,RWSCCA,
734437,宏捷科凱基23購01,TW22Z7344379,2022/08/05,上櫃,,RWSCCA,
734438,昇達科凱基22購03,TW22Z7344387,2022/08/05,上櫃,,RWSCCA,
734439,波若威凱基24購01,TW22Z7344395,2022/08/05,上櫃,,RWSCCA,
734440,群聯凱基24購03,TW22Z7344403,2022/08/05,上櫃,,RWSCCA,
734441,元太群益23購04,TW22Z7344411,2022/08/05,上櫃,,RWSCCA,
734442,世界群益22購01,TW22Z7344429,2022/08/05,上櫃,,RWSCCA,
734443,晶焱群益22購04,TW22Z7344437,2022/08/05,上櫃,,RWSCCA,
734444,欣銓富邦23購01,TW22Z7344445,2022/08/05,上櫃,,RWSCCA,
734445,晟德富邦22購01,TW22Z7344452,2022/08/05,上櫃,,RWSCCA,
734446,大樹元大23購03,TW22Z7344460,2022/08/05,上櫃,,RWSCCA,
734447,中天元大23購02,TW22Z7344478,2022/08/05,上櫃,,RWSCCA,
734448,伍豐元大23購01,TW22Z7344486,2022/08/05,上櫃,,RWSCCA,
734449,家登元大23購02,TW22Z7344494,2022/08/05,上櫃,,RWSCCA,
734450,榮剛元大23購03,TW22Z7344502,2022/08/05,上櫃,,RWSCCA,
734451,環球晶統一24購03,TW22Z7344510,2022/08/08,上櫃,,RWSCCA,
734452,穩懋統一24購03,TW22Z7344528,2022/08/08,上櫃,,RWSCCA,
734453,伍豐國票23購01,TW22Z7344536,2022/08/08,上櫃,,RWSCCA,
734454,良維國票23購03,TW22Z7344544,2022/08/08,上櫃,,RWSCCA,
734455,榮剛國票23購03,TW22Z7344551,2022/08/08,上櫃,,RWSCCA,
734456,聯亞國票23購05,TW22Z7344569,2022/08/08,上櫃,,RWSCCA,
734457,雙鴻國票23購04,TW22Z7344577,2022/08/08,上櫃,,RWSCCA,
734458,原相富邦22購01,TW22Z7344585,2022/08/08,上櫃,,RWSCCA,
734459,頎邦富邦26購01,TW22Z7344593,2022/08/08,上櫃,,RWSCCA,
734460,環球晶富邦22購02,TW22Z7344601,2022/08/08,上櫃,,RWSCCA,
734461,伍豐元富22購01,TW22Z7344619,2022/08/08,上櫃,,RWSCCA,
734462,精測元富22購01,TW22Z7344627,2022/08/08,上櫃,,RWSCCA,
734463,精測元富22購02,TW22Z7344635,2022/08/08,上櫃,,RWSCCA,
734464,精測元富23購01,TW22Z7344643,2022/08/08,上櫃,,RWSCCA,
734465,中美晶凱基22購03,TW22Z7344650,2022/08/08,上櫃,,RWSCCA,
734466,世界凱基22購01,TW22Z7344668,2022/08/08,上櫃,,RWSCCA,
734467,金益鼎凱基22購01,TW22Z7344676,2022/08/08,上櫃,,RWSCCA,
734468,美琪瑪凱基22購02,TW22Z7344684,2022/08/08,上櫃,,RWSCCA,
734469,越峰凱基22購01,TW22Z7344692,2022/08/08,上櫃,,RWSCCA,
734470,鈦昇凱基24購01,TW22Z7344700,2022/08/08,上櫃,,RWSCCA,
734471,環球晶凱基26購01,TW22Z7344718,2022/08/08,上櫃,,RWSCCA,
734472,譜瑞凱基22購04,TW22Z7344726,2022/08/08,上櫃,,RWSCCA,
734473,長聖群益23購02,TW22Z7344734,2022/08/08,上櫃,,RWSCCA,
734474,鈺創群益22購02,TW22Z7344742,2022/08/08,上櫃,,RWSCCA,
734475,大田永豐22購01,TW22Z7344759,2022/08/08,上櫃,,RWSCCA,
734476,世界元大23購03,TW22Z7344767,2022/08/08,上櫃,,RWSCCA,
734477,昇達科元大23購01,TW22Z7344775,2022/08/08,上櫃,,RWSCCA,
734478,胡連元大23購02,TW22Z7344783,2022/08/08,上櫃,,RWSCCA,
734479,家登元大23購03,TW22Z7344791,2022/08/08,上櫃,,RWSCCA,
734480,博智元大23購01,TW22Z7344809,2022/08/08,上櫃,,RWSCCA,
734481,群聯元大23購03,TW22Z7344817,2022/08/08,上櫃,,RWSCCA,
734482,鈺創元大23購01,TW22Z7344825,2022/08/08,上櫃,,RWSCCA,
734483,鈺創元大27購01,TW22Z7344833,2022/08/08,上櫃,,RWSCCA,
734484,廣明元大23購01,TW22Z7344841,2022/08/08,上櫃,,RWSCCA,
734485,聯亞元大23購03,TW22Z7344858,2022/08/08,上櫃,,RWSCCA,
734486,精測元富24購01,TW22Z7344866,2022/08/09,上櫃,,RWSCCA,
734487,譜瑞元富22購01,TW22Z7344874,2022/08/09,上櫃,,RWSCCA,
734488,中光電凱基23購01,TW22Z7344882,2022/08/09,上櫃,,RWSCCA,
734489,元太凱基23購07,TW22Z7344890,2022/08/09,上櫃,,RWSCCA,
734490,泰博凱基23購01,TW22Z7344908,2022/08/10,上櫃,,RWSCCA,
734491,廣明凱基23購01,TW22Z7344916,2022/08/09,上櫃,,RWSCCA,
734492,泰博中信22購01,TW22Z7344924,2022/08/09,上櫃,,RWSCCE,
734493,泰博國泰24購01,TW22Z7344932,2022/08/09,上櫃,,RWSCCA,
734494,泰博永豐22購01,TW22Z7344940,2022/08/10,上櫃,,RWSCCA,
734495,鈺創永豐22購01,TW22Z7344957,2022/08/09,上櫃,,RWSCCA,
734496,譜瑞永豐22購01,TW22Z7344965,2022/08/09,上櫃,,RWSCCA,
734497,譜瑞永豐22購02,TW22Z7344973,2022/08/09,上櫃,,RWSCCA,
734498,中天國票24購01,TW22Z7344981,2022/08/09,上櫃,,RWSCCA,
734499,世界國票23購03,TW22Z7344999,2022/08/09,上櫃,,RWSCCA,
734500,岳豐國票22購01,TW22Z7345004,2022/08/09,上櫃,,RWSCCA,
734501,金益鼎國票23購01,TW22Z7345012,2022/08/09,上櫃,,RWSCCA,
734502,聖暉國票22購01,TW22Z7345020,2022/08/09,上櫃,,RWSCCA,
734503,譜瑞國票23購03,TW22Z7345038,2022/08/09,上櫃,,RWSCCA,
734504,M31群益24購01,TW22Z7345046,2022/08/09,上櫃,,RWSCCA,
734505,大學光群益22購01,TW22Z7345053,2022/08/09,上櫃,,RWSCCA,
734506,中天群益22購01,TW22Z7345061,2022/08/09,上櫃,,RWSCCA,
734507,伍豐群益23購01,TW22Z7345079,2022/08/09,上櫃,,RWSCCA,
734508,宜特群益24購01,TW22Z7345087,2022/08/09,上櫃,,RWSCCA,
734509,建錩群益22購01,TW22Z7345095,2022/08/09,上櫃,,RWSCCA,
734510,泰博群益22購01,TW22Z7345103,2022/08/09,上櫃,,RWSCCA,
734511,盛弘群益23購01,TW22Z7345111,2022/08/09,上櫃,,RWSCCA,
734512,精測群益22購01,TW22Z7345129,2022/08/09,上櫃,,RWSCCA,
734513,環球晶群益22購02,TW22Z7345137,2022/08/09,上櫃,,RWSCCA,
734514,台半兆豐23購02,TW22Z7345145,2022/08/09,上櫃,,RWSCCA,
734515,胡連兆豐25購01,TW22Z7345152,2022/08/09,上櫃,,RWSCCA,
734516,元太統一22購06,TW22Z7345160,2022/08/09,上櫃,,RWSCCA,
734517,泰博富邦27購01,TW22Z7345178,2022/08/09,上櫃,,RWSCCA,
734518,群聯富邦25購01,TW22Z7345186,2022/08/09,上櫃,,RWSCCA,
734519,金益鼎元大25購01,TW22Z7345194,2022/08/09,上櫃,,RWSCCA,
734520,泰博元大23購01,TW22Z7345202,2022/08/10,上櫃,,RWSCCA,
734521,精星元大23購01,TW22Z7345210,2022/08/09,上櫃,,RWSCCA,
734522,譜瑞中信23購01,TW22Z7345228,2022/08/10,上櫃,,RWSCCE,
734523,合一國泰24購01,TW22Z7345236,2022/08/10,上櫃,,RWSCCA,
734524,合一群益22購01,TW22Z7345244,2022/08/10,上櫃,,RWSCCA,
734525,普誠群益22購01,TW22Z7345251,2022/08/10,上櫃,,RWSCCA,
734526,精測元富24購02,TW22Z7345269,2022/08/10,上櫃,,RWSCCA,
734527,91APP*凱基23購01,TW22Z7345277,2022/08/10,上櫃,,RWSCCA,
734528,中美晶凱基23購03,TW22Z7345285,2022/08/10,上櫃,,RWSCCA,
734529,正基凱基22購01,TW22Z7345293,2022/08/10,上櫃,,RWSCCA,
734530,智擎凱基23購02,TW22Z7345301,2022/08/10,上櫃,,RWSCCA,
734531,環球晶凱基24購02,TW22Z7345319,2022/08/10,上櫃,,RWSCCA,
734532,聯亞凱基23購02,TW22Z7345327,2022/08/10,上櫃,,RWSCCA,
734533,譜瑞凱基22購05,TW22Z7345335,2022/08/10,上櫃,,RWSCCA,
734534,中美晶永豐22購01,TW22Z7345343,2022/08/10,上櫃,,RWSCCA,
734535,合一永豐22購02,TW22Z7345350,2022/08/10,上櫃,,RWSCCA,
734536,耕興永豐22購01,TW22Z7345368,2022/08/10,上櫃,,RWSCCA,
734537,廣明永豐22購01,TW22Z7345376,2022/08/10,上櫃,,RWSCCA,
734538,環球晶永豐22購01,TW22Z7345384,2022/08/10,上櫃,,RWSCCA,
734539,譜瑞麥證22購01,TW22Z7345392,2022/08/10,上櫃,,RWSCCE,
734540,精測國票23購02,TW22Z7345400,2022/08/10,上櫃,,RWSCCA,
734541,合一統一23購02,TW22Z7345418,2022/08/10,上櫃,,RWSCCA,
734542,元太兆豐24購01,TW22Z7345426,2022/08/10,上櫃,,RWSCCA,
734543,智擎富邦24購01,TW22Z7345434,2022/08/10,上櫃,,RWSCCA,
734544,世界元大23購06,TW22Z7345442,2022/08/10,上櫃,,RWSCCA,
734545,鈦昇元大23購01,TW22Z7345459,2022/08/10,上櫃,,RWSCCA,
734546,新普元大23購01,TW22Z7345467,2022/08/10,上櫃,,RWSCCA,
734547,群聯元大25購01,TW22Z7345475,2022/08/10,上櫃,,RWSCCA,
734548,群聯元大25購02,TW22Z7345483,2022/08/10,上櫃,,RWSCCA,
734549,頎邦元大23購02,TW22Z7345491,2022/08/10,上櫃,,RWSCCA,
734550,精星元大23購02,TW22Z7345509,2022/08/10,上櫃,,RWSCCA,
734551,精測元大23購02,TW22Z7345517,2022/08/10,上櫃,,RWSCCA,
734552,撼訊元大26購01,TW22Z7345525,2022/08/10,上櫃,,RWSCCA,
734553,譜瑞元大23購03,TW22Z7345533,2022/08/10,上櫃,,RWSCCA,
734554,譜瑞元大23購04,TW22Z7345541,2022/08/10,上櫃,,RWSCCA,
734555,耕興康和24購01,TW22Z7345558,2022/08/11,上櫃,,RWSCCA,
734556,合一元富22購01,TW22Z7345566,2022/08/11,上櫃,,RWSCCA,
734557,中美晶中信23購01,TW22Z7345574,2022/08/11,上櫃,,RWSCCE,
734558,美琪瑪中信22購01,TW22Z7345582,2022/08/11,上櫃,,RWSCCE,
734559,普誠中信22購01,TW22Z7345590,2022/08/11,上櫃,,RWSCCE,
734560,環球晶中信23購01,TW22Z7345608,2022/08/11,上櫃,,RWSCCE,
734561,中美晶國泰24購01,TW22Z7345616,2022/08/11,上櫃,,RWSCCA,
734562,元太國泰24購02,TW22Z7345624,2022/08/11,上櫃,,RWSCCA,
734563,正基永豐22購01,TW22Z7345632,2022/08/11,上櫃,,RWSCCA,
734564,朋程永豐22購01,TW22Z7345640,2022/08/11,上櫃,,RWSCCA,
734565,泰博永豐22購02,TW22Z7345657,2022/08/11,上櫃,,RWSCCA,
734566,精測永豐22購02,TW22Z7345665,2022/08/11,上櫃,,RWSCCA,
734567,網家永豐22購01,TW22Z7345673,2022/08/11,上櫃,,RWSCCA,
734568,良維元大23購02,TW22Z7345681,2022/08/11,上櫃,,RWSCCA,
734569,泰博元大23購02,TW22Z7345699,2022/08/11,上櫃,,RWSCCA,
734570,精測元大23購03,TW22Z7345707,2022/08/11,上櫃,,RWSCCA,
734571,宏捷科凱基22購01,TW22Z7345715,2022/08/11,上櫃,,RWSCCA,
734572,欣銓凱基23購01,TW22Z7345723,2022/08/11,上櫃,,RWSCCA,
734573,波若威凱基24購02,TW22Z7345731,2022/08/11,上櫃,,RWSCCA,
734574,長聖凱基23購02,TW22Z7345749,2022/08/11,上櫃,,RWSCCA,
734575,健喬凱基22購02,TW22Z7345756,2022/08/11,上櫃,,RWSCCA,
734576,普誠凱基23購01,TW22Z7345764,2022/08/11,上櫃,,RWSCCA,
734577,新普凱基23購01,TW22Z7345772,2022/08/11,上櫃,,RWSCCA,
734578,元太群益23購05,TW22Z7345780,2022/08/11,上櫃,,RWSCCA,
734579,普誠群益23購01,TW22Z7345798,2022/08/11,上櫃,,RWSCCA,
734580,譜瑞群益23購01,TW22Z7345806,2022/08/11,上櫃,,RWSCCA,
734581,晶宏統一25購01,TW22Z7345814,2022/08/11,上櫃,,RWSCCA,
734582,穩懋統一22購05,TW22Z7345822,2022/08/11,上櫃,,RWSCCA,
734583,合晶兆豐23購02,TW22Z7345830,2022/08/11,上櫃,,RWSCCA,
734584,力旺康和24購01,TW22Z7345848,2022/08/12,上櫃,,RWSCCA,
734585,中美晶康和22購01,TW22Z7345855,2022/08/12,上櫃,,RWSCCA,
734586,朋程康和24購01,TW22Z7345863,2022/08/12,上櫃,,RWSCCA,
734587,環球晶康和23購02,TW22Z7345871,2022/08/12,上櫃,,RWSCCA,
734588,力旺群益22購01,TW22Z7345889,2022/08/12,上櫃,,RWSCCA,
734589,元太群益22購02,TW22Z7345897,2022/08/12,上櫃,,RWSCCA,
734590,立端統一25購01,TW22Z7345905,2022/08/12,上櫃,,RWSCCA,
734591,泰博統一24購01,TW22Z7345913,2022/08/12,上櫃,,RWSCCA,
734592,鈺創統一24購02,TW22Z7345921,2022/08/12,上櫃,,RWSCCA,
734593,中美晶國票23購02,TW22Z7345939,2022/08/12,上櫃,,RWSCCA,
734594,元太國票23購07,TW22Z7345947,2022/08/12,上櫃,,RWSCCA,
734595,正基國票23購01,TW22Z7345954,2022/08/12,上櫃,,RWSCCA,
734596,光頡國票23購01,TW22Z7345962,2022/08/12,上櫃,,RWSCCA,
734597,同致國票23購01,TW22Z7345970,2022/08/12,上櫃,,RWSCCA,
734598,亞信國票23購02,TW22Z7345988,2022/08/12,上櫃,,RWSCCA,
734599,智擎國票23購03,TW22Z7345996,2022/08/12,上櫃,,RWSCCA,
734600,朋程元富22購01,TW22Z7346002,2022/08/12,上櫃,,RWSCCA,
734601,中美晶兆豐24購01,TW22Z7346010,2022/08/12,上櫃,,RWSCCA,
734602,家登兆豐24購01,TW22Z7346028,2022/08/12,上櫃,,RWSCCA,
734603,力旺凱基24購01,TW22Z7346036,2022/08/12,上櫃,,RWSCCA,
734604,中美晶凱基24購01,TW22Z7346044,2022/08/12,上櫃,,RWSCCA,
734605,元太凱基22購10,TW22Z7346051,2022/08/12,上櫃,,RWSCCA,
734606,朋程凱基22購01,TW22Z7346069,2022/08/12,上櫃,,RWSCCA,
734607,泰博凱基24購01,TW22Z7346077,2022/08/12,上櫃,,RWSCCA,
734608,廣運凱基24購01,TW22Z7346085,2022/08/12,上櫃,,RWSCCA,
734609,環球晶國泰24購01,TW22Z7346093,2022/08/12,上櫃,,RWSCCA,
734610,中菲行永豐22購01,TW22Z7346101,2022/08/12,上櫃,,RWSCCA,
734611,明安永豐22購01,TW22Z7346119,2022/08/12,上櫃,,RWSCCA,
734612,凌陽創永豐22購01,TW22Z7346127,2022/08/12,上櫃,,RWSCCA,
734613,晶宏永豐22購01,TW22Z7346135,2022/08/12,上櫃,,RWSCCA,
734614,力旺元大23購03,TW22Z7346143,2022/08/12,上櫃,,RWSCCA,
734615,力旺元大26購01,TW22Z7346150,2022/08/12,上櫃,,RWSCCA,
734616,力旺元大27購01,TW22Z7346168,2022/08/12,上櫃,,RWSCCA,
734617,中美晶元大23購04,TW22Z7346176,2022/08/12,上櫃,,RWSCCA,
734618,合晶元大23購02,TW22Z7346184,2022/08/12,上櫃,,RWSCCA,
734619,美琪瑪元大23購01,TW22Z7346192,2022/08/12,上櫃,,RWSCCA,
734620,家登元大23購04,TW22Z7346200,2022/08/12,上櫃,,RWSCCA,
734621,泰博元大23購03,TW22Z7346218,2022/08/12,上櫃,,RWSCCA,
734622,普誠元大25購01,TW22Z7346226,2022/08/12,上櫃,,RWSCCA,
734623,晶宏元大23購05,TW22Z7346234,2022/08/12,上櫃,,RWSCCA,
734624,譜瑞元大23購06,TW22Z7346242,2022/08/12,上櫃,,RWSCCA,
734625,立端凱基23購02,TW22Z7346259,2022/08/15,上櫃,,RWSCCA,
734626,胡連凱基23購03,TW22Z7346267,2022/08/15,上櫃,,RWSCCA,
734627,家登凱基24購01,TW22Z7346275,2022/08/15,上櫃,,RWSCCA,
734628,創惟凱基22購02,TW22Z7346283,2022/08/16,上櫃,,RWSCCA,
734629,創惟凱基22購03,TW22Z7346291,2022/08/15,上櫃,,RWSCCA,
734630,鈊象凱基26購01,TW22Z7346309,2022/08/15,上櫃,,RWSCCA,
734631,鈊象凱基28購01,TW22Z7346317,2022/08/15,上櫃,,RWSCCA,
734632,譜瑞凱基23購02,TW22Z7346325,2022/08/15,上櫃,,RWSCCA,
734633,寶雅凱基24購02,TW22Z7346333,2022/08/15,上櫃,,RWSCCA,
734634,合一統一23購03,TW22Z7346341,2022/08/15,上櫃,,RWSCCA,
734635,高端統一23購04,TW22Z7346358,2022/08/15,上櫃,,RWSCCA,
734636,創惟統一24購01,TW22Z7346366,2022/08/16,上櫃,,RWSCCA,
734637,創惟兆豐24購01,TW22Z7346374,2022/08/16,上櫃,,RWSCCA,
734638,環球晶兆豐24購02,TW22Z7346382,2022/08/15,上櫃,,RWSCCA,
734639,創惟富邦22購01,TW22Z7346390,2022/08/15,上櫃,,RWSCCA,
734640,中天元大28購01,TW22Z7346408,2022/08/15,上櫃,,RWSCCA,
734641,中美晶元大23購05,TW22Z7346416,2022/08/15,上櫃,,RWSCCA,
734642,朋程元大23購03,TW22Z7346424,2022/08/15,上櫃,,RWSCCA,
734643,美琪瑪元大23購02,TW22Z7346432,2022/08/15,上櫃,,RWSCCA,
734644,創惟元大27購01,TW22Z7346440,2022/08/15,上櫃,,RWSCCA,
734645,普誠元大24購01,TW22Z7346457,2022/08/15,上櫃,,RWSCCA,
734646,鈊象元大26購01,TW22Z7346465,2022/08/15,上櫃,,RWSCCA,
734647,群聯元大23購04,TW22Z7346473,2022/08/15,上櫃,,RWSCCA,
734648,碩禾元大23購01,TW22Z7346481,2022/08/15,上櫃,,RWSCCA,
734649,譜瑞元大23購07,TW22Z7346499,2022/08/15,上櫃,,RWSCCA,
734650,創惟麥證23購01,TW22Z7346507,2022/08/15,上櫃,,RWSCCE,
734651,中菲行中信22購01,TW22Z7346515,2022/08/15,上櫃,,RWSCCE,
734652,由田中信22購01,TW22Z7346523,2022/08/15,上櫃,,RWSCCE,
734653,創惟中信22購01,TW22Z7346531,2022/08/15,上櫃,,RWSCCE,
734654,泰博國票23購03,TW22Z7346549,2022/08/15,上櫃,,RWSCCA,
734655,中光電永豐22購01,TW22Z7346556,2022/08/15,上櫃,,RWSCCA,
734656,台半永豐22購01,TW22Z7346564,2022/08/15,上櫃,,RWSCCA,
734657,由田永豐22購01,TW22Z7346572,2022/08/15,上櫃,,RWSCCA,
734658,健喬永豐22購01,TW22Z7346580,2022/08/15,上櫃,,RWSCCA,
734659,創惟永豐22購01,TW22Z7346598,2022/08/15,上櫃,,RWSCCA,
734660,萬泰科永豐22購01,TW22Z7346606,2022/08/15,上櫃,,RWSCCA,
734661,中美晶群益22購01,TW22Z7346614,2022/08/15,上櫃,,RWSCCA,
734662,創惟群益23購01,TW22Z7346622,2022/08/16,上櫃,,RWSCCA,
734663,智擎群益22購01,TW22Z7346630,2022/08/15,上櫃,,RWSCCA,
734664,M31統一24購01,TW22Z7346648,2022/08/16,上櫃,,RWSCCA,
734665,中美晶統一24購01,TW22Z7346655,2022/08/16,上櫃,,RWSCCA,
734666,合一統一25購03,TW22Z7346663,2022/08/16,上櫃,,RWSCCA,
734667,信驊統一24購01,TW22Z7346671,2022/08/16,上櫃,,RWSCCA,
734668,創惟統一24購02,TW22Z7346689,2022/08/16,上櫃,,RWSCCA,
734669,譜瑞統一24購01,TW22Z7346697,2022/08/16,上櫃,,RWSCCA,
734670,鈺太兆豐24購01,TW22Z7346705,2022/08/16,上櫃,,RWSCCA,
734671,M31凱基23購01,TW22Z7346713,2022/08/16,上櫃,,RWSCCA,
734672,大中凱基23購01,TW22Z7346721,2022/08/16,上櫃,,RWSCCA,
734673,中光電凱基23購02,TW22Z7346739,2022/08/16,上櫃,,RWSCCA,
734674,中美晶凱基24購02,TW22Z7346747,2022/08/16,上櫃,,RWSCCA,
734675,旺矽凱基23購01,TW22Z7346754,2022/08/16,上櫃,,RWSCCA,
734676,智擎凱基23購03,TW22Z7346762,2022/08/16,上櫃,,RWSCCA,
734677,萬泰科凱基22購01,TW22Z7346770,2022/08/16,上櫃,,RWSCCA,
734678,群聯凱基26購01,TW22Z7346788,2022/08/16,上櫃,,RWSCCA,
734679,碩禾凱基23購01,TW22Z7346796,2022/08/16,上櫃,,RWSCCA,
734680,精星凱基22購01,TW22Z7346804,2022/08/16,上櫃,,RWSCCA,
734681,聚積凱基23購01,TW22Z7346812,2022/08/16,上櫃,,RWSCCA,
734682,環球晶凱基23購06,TW22Z7346820,2022/08/16,上櫃,,RWSCCA,
734683,元太富邦24購02,TW22Z7346838,2022/08/16,上櫃,,RWSCCA,
734684,M31國票23購01,TW22Z7346846,2022/08/16,上櫃,,RWSCCA,
734685,泰博國票23購04,TW22Z7346853,2022/08/16,上櫃,,RWSCCA,
734686,穩懋國票23購05,TW22Z7346861,2022/08/16,上櫃,,RWSCCA,
734687,寶雅國票23購02,TW22Z7346879,2022/08/16,上櫃,,RWSCCA,
734688,健喬康和23購01,TW22Z7346887,2022/08/16,上櫃,,RWSCCA,
734689,中光電永豐22購02,TW22Z7346895,2022/08/16,上櫃,,RWSCCA,
734690,宜鼎永豐22購01,TW22Z7346903,2022/08/16,上櫃,,RWSCCA,
734691,茂達永豐22購01,TW22Z7346911,2022/08/16,上櫃,,RWSCCA,
734692,晟德永豐22購01,TW22Z7346929,2022/08/16,上櫃,,RWSCCA,
734693,普誠永豐22購01,TW22Z7346937,2022/08/16,上櫃,,RWSCCA,
734694,聚積永豐22購01,TW22Z7346945,2022/08/16,上櫃,,RWSCCA,
734695,譜瑞永豐22購03,TW22Z7346952,2022/08/16,上櫃,,RWSCCA,
734696,中美晶元大23購06,TW22Z7346960,2022/08/16,上櫃,,RWSCCA,
734697,家登元大23購05,TW22Z7346978,2022/08/16,上櫃,,RWSCCA,
734698,中光電群益22購01,TW22Z7346986,2022/08/16,上櫃,,RWSCCA,
734699,鈊象群益24購01,TW22Z7346994,2022/08/16,上櫃,,RWSCCA,
734700,榮剛群益22購01,TW22Z7347000,2022/08/16,上櫃,,RWSCCA,
734701,櫃200群益22購01,TW22Z7347018,2022/08/16,上櫃,,RWICCE,
734702,合一統一23購04,TW22Z7347026,2022/08/17,上櫃,,RWSCCA,
734703,鈺創統一24購03,TW22Z7347034,2022/08/17,上櫃,,RWSCCA,
734704,譜瑞統一24購02,TW22Z7347042,2022/08/17,上櫃,,RWSCCA,
734705,晟德兆豐24購01,TW22Z7347059,2022/08/17,上櫃,,RWSCCA,
734706,中美晶元富22購02,TW22Z7347067,2022/08/17,上櫃,,RWSCCA,
734707,安勤元富22購01,TW22Z7347075,2022/08/17,上櫃,,RWSCCA,
734708,聚積元富23購01,TW22Z7347083,2022/08/17,上櫃,,RWSCCA,
734709,元太凱基23購08,TW22Z7347091,2022/08/17,上櫃,,RWSCCA,
734710,博智凱基23購02,TW22Z7347109,2022/08/17,上櫃,,RWSCCA,
734711,撼訊凱基22購01,TW22Z7347117,2022/08/17,上櫃,,RWSCCA,
734712,穩懋凱基22購02,TW22Z7347125,2022/08/17,上櫃,,RWSCCA,
734713,昇達科麥證25購01,TW22Z7347133,2022/08/17,上櫃,,RWSCCE,
734714,聯亞麥證22購01,TW22Z7347141,2022/08/17,上櫃,,RWSCCE,
734715,亞信國票23購03,TW22Z7347158,2022/08/17,上櫃,,RWSCCA,
734716,長聖國票23購02,TW22Z7347166,2022/08/17,上櫃,,RWSCCA,
